timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673704025703,138,/object_info_1,200,OK,Group_31 1-11,text,true,,230,164,16,16,http://162.55.220.72:5005/object_info_1?name=Alona&age=32&weight=60,138,0,67
1673704025703,143,/user_info_3,200,OK,Group_31 1-13,text,true,,370,248,16,16,http://162.55.220.72:5005/user_info_3,142,0,67
1673704025738,128,/get_method,200,OK,Group_31 1-19,text,true,,169,151,17,17,http://162.55.220.72:5005/get_method?name=Alona&age=32,128,0,65
1673704025749,128,/object_info_4,200,OK,Group_31 1-5,text,true,,237,166,17,17,http://162.55.220.72:5005/object_info_4?name=Alona&age=32&salary=1000,128,0,62
1673704025749,134,/object_info_3,200,OK,Group_31 1-7,text,true,,525,166,16,16,http://162.55.220.72:5005/object_info_3?name=Alona&age=32&salary=1000,134,0,63
1673704025749,140,/user_info_2,200,OK,Group_31 1-16,text,true,,464,248,16,16,http://162.55.220.72:5005/user_info_2,140,0,66
1673704025751,145,/object_info_1,200,OK,Group_31 1-12,text,true,,230,164,16,16,http://162.55.220.72:5005/object_info_1?name=Alona&age=32&weight=60,145,0,67
1673704025751,147,/user_info_3,200,OK,Group_31 1-14,text,true,,370,248,16,16,http://162.55.220.72:5005/user_info_3,147,0,68
1673704025761,138,/object_info_2,200,OK,Group_31 1-10,text,true,,464,166,16,16,http://162.55.220.72:5005/object_info_2?name=Alona&age=32&salary=1000,138,0,62
1673704025764,145,/object_info_3,200,OK,Group_31 1-8,text,true,,525,166,16,16,http://162.55.220.72:5005/object_info_3?name=Alona&age=32&salary=1000,145,0,62
1673704025763,148,/object_info_4,200,OK,Group_31 1-6,text,true,,237,166,16,16,http://162.55.220.72:5005/object_info_4?name=Alona&age=32&salary=1000,148,0,62
1673704025769,144,/user_info_2,200,OK,Group_31 1-17,text,true,,464,248,15,15,http://162.55.220.72:5005/user_info_2,144,0,63
1673704025774,142,/user_info_3,200,OK,Group_31 1-15,text,true,,370,248,15,15,http://162.55.220.72:5005/user_info_3,142,0,63
